,original_title,revenue,budget,profit,revenue_adj,budget_adj,profit_adj
3257,Bottle Shock,4040588,5000000,-959412,4092253.51912971,5063933.16904583,-971679.6499161203
3258,Bouquet final,0,0,0,0.0,0.0,0.0
3259,Kill Switch,0,10000000,-10000000,0.0,10127866.3380916,-10127866.3380916
3260,Keith,0,0,0,0.0,0.0,0.0
3261,Hamlet 2,0,0,0,0.0,0.0,0.0
3262,Get Smart's Bruce and Lloyd Out of Control,0,0,0,0.0,0.0,0.0
3263,Seventh Moon,0,0,0,0.0,0.0,0.0
3264,"Otto; or, Up with Dead People",11295,0,11295,11439.425028874499,0.0,11439.425028874499
3265,Faubourg 36,850575,0,850575,861450.991052232,0.0,861450.991052232
3266,The Crew,0,3600000,-3600000,0.0,3646031.8817129997,-3646031.8817129997
3267,Donkey Punch,0,0,0,0.0,0.0,0.0
3268,Long nga,0,515788,-515788,0.0,522383.19227916206,-522383.19227916206
3269,Gardens of the Night,0,0,0,0.0,0.0,0.0
3270,Global Metal,0,0,0,0.0,0.0,0.0
3271,Bad Biology,0,0,0,0.0,0.0,0.0
3272,Julia,1300000,6000000,-4700000,1316622.62395191,6076719.802855,-4760097.17890309
3273,Where in the World Is Osama Bin Laden?,0,0,0,0.0,0.0,0.0
3274,Red Mist,0,0,0,0.0,0.0,0.0
3275,Gonzo: The Life and Work of Dr. Hunter S. Thompson,0,0,0,0.0,0.0,0.0
3276,Kismat Konnection,11000000,4180000,6820000,11140652.9719008,4233448.12932232,6907204.84257848
3277,La JournÃ©e de la jupe,0,0,0,0.0,0.0,0.0
3278,The Great Buck Howard,900689,0,900689,912205.780418945,0.0,912205.780418945
3279,ì•„ê¸°ì™€ ë‚˜,0,0,0,0.0,0.0,0.0
3280,The Black Balloon,0,0,0,0.0,0.0,0.0
3281,Miss Austen Regrets,0,0,0,0.0,0.0,0.0
3282,Comme les autres,0,0,0,0.0,0.0,0.0
3283,Parlami D'Amore,9,0,9,9.115079704282499,0.0,9.115079704282499
3284,Visioneers,0,0,0,0.0,0.0,0.0
3285,Tropic Thunder: Rain of Madness,0,0,0,0.0,0.0,0.0
3286,Jolene,0,0,0,0.0,0.0,0.0
3287,Race,0,0,0,0.0,0.0,0.0
3288,Shine a Light,0,0,0,0.0,0.0,0.0
3289,Deux jours Ã  tuer,0,0,0,0.0,0.0,0.0
3290,Doctor Who: The Next Doctor,0,0,0,0.0,0.0,0.0
3291,Sleep Dealer,107559,2500000,-2392441,108934.31754588,2531966.58452291,-2423032.26697703
3292,Signs,0,0,0,0.0,0.0,0.0
3293,One-Eyed Monster,0,0,0,0.0,0.0,0.0
3294,Food Matters,0,0,0,0.0,0.0,0.0
3295,Alone in the Dark 2,0,4600000,-4600000,0.0,4658818.51552217,-4658818.51552217
3296,The Yellow Handkerchief,317000,15000000,-14683000,321053.362917506,15191799.5071375,-14870746.144219995
3297,Witless Protection,0,0,0,0.0,0.0,0.0
3298,MamÃ¡,0,0,0,0.0,0.0,0.0
3299,Mulligans,0,0,0,0.0,0.0,0.0
3300,Le Silence de Lorna,0,0,0,0.0,0.0,0.0
3301,Parasomnia,0,0,0,0.0,0.0,0.0
3302,Sita Sings the Blues,0,0,0,0.0,0.0,0.0
3303,Go Fast,0,0,0,0.0,0.0,0.0
3304,Bigger Stronger Faster*,307811,0,307811,311746.866539433,0.0,311746.866539433
3305,Life After People,0,0,0,0.0,0.0,0.0
3306,Until the Light Takes Us,0,0,0,0.0,0.0,0.0
3307,Feast II: Sloppy Seconds,0,2000000,-2000000,0.0,2025573.26761833,-2025573.26761833
3308,La Misma Luna,23311391,0,23311391,23609465.2202993,0.0,23609465.2202993
3309,The Clique,0,0,0,0.0,0.0,0.0
3310,Dear Zachary: A Letter to a Son About His Father,0,0,0,0.0,0.0,0.0
3311,It's Alive,15500000,11000000,4500000,15698192.824042002,11140652.9719008,4557539.8521412015
3312,Fire and Ice: The Dragon Chronicles,0,3000000,-3000000,0.0,3038359.9014275,-3038359.9014275
3313,Hush,0,0,0,0.0,0.0,0.0
3314,Vilaine,0,0,0,0.0,0.0,0.0
3315,April Fool's Day,0,5000000,-5000000,0.0,5063933.16904583,-5063933.16904583
3316,Deal,0,0,0,0.0,0.0,0.0
3317,Asylum,0,22000000,-22000000,0.0,22281305.9438016,-22281305.9438016
3318,Miss Conception,0,0,0,0.0,0.0,0.0
3319,Good,0,0,0,0.0,0.0,0.0
3320,Harold,0,0,0,0.0,0.0,0.0
3321,Mum & Dad,0,170000,-170000,0.0,172173.727747558,-172173.727747558
3322,Incendiary,0,10000000,-10000000,0.0,10127866.3380916,-10127866.3380916
3323,"Merry Christmas, Drake and Josh",0,0,0,0.0,0.0,0.0
3324,Louis C.K.: Chewed Up,0,0,0,0.0,0.0,0.0
3325,Dead Set,0,0,0,0.0,0.0,0.0
3326,The Burrowers,0,7000000,-7000000,0.0,7089506.43666417,-7089506.43666417
3327,Good Dick,0,0,0,0.0,0.0,0.0
3328,Were The World Mine,119563,0,119563,121091.808298125,0.0,121091.808298125
3329,"Grande, grosso e Verdone",0,0,0,0.0,0.0,0.0
3330,Not Quite Hollywood,0,0,0,0.0,0.0,0.0
3331,The Family That Preys,0,0,0,0.0,0.0,0.0
3332,Anvil! The Story of Anvil,0,0,0,0.0,0.0,0.0
3333,Coco Chanel,0,0,0,0.0,0.0,0.0
3334,Princess,0,0,0,0.0,0.0,0.0
3335,Baby Blues,0,0,0,0.0,0.0,0.0
3336,Fab Five: The Texas Cheerleader Scandal,0,0,0,0.0,0.0,0.0
3337,iCarly: iGo to Japan,0,0,0,0.0,0.0,0.0
3338,Strictly Sexual,0,0,0,0.0,0.0,0.0
3339,Zeitgeist: Addendum,0,0,0,0.0,0.0,0.0
3340,Expelled: No Intelligence Allowed,7700000,3500000,4200000,7798457.08033059,3544753.21833208,4253703.86199851
3341,Chiko,0,0,0,0.0,0.0,0.0
3342,Somers Town,0,0,0,0.0,0.0,0.0
3343,Flirting with Forty,0,0,0,0.0,0.0,0.0
3344,Lake Mungo,0,0,0,0.0,0.0,0.0
3345,George Carlin: It's Bad for Ya!,0,0,0,0.0,0.0,0.0
3346,Home Movie,0,0,0,0.0,0.0,0.0
3347,Passchendaele,0,0,0,0.0,0.0,0.0
3348,Maradona by Kusturica,0,0,0,0.0,0.0,0.0
3349,The Horribly Slow Murderer with the Extremely Inefficient Weapon,0,0,0,0.0,0.0,0.0
3350,The Black Hole,0,0,0,0.0,0.0,0.0
3351,One Week,0,0,0,0.0,0.0,0.0
3352,Meu Nome NÃ£o Ã‰ Johnny,0,0,0,0.0,0.0,0.0
3353,"Coluche, L'histoire d'un Mec",0,0,0,0.0,0.0,0.0
3354,The Wrecking Crew,0,0,0,0.0,0.0,0.0
3355,Tokyo Mater,0,0,0,0.0,0.0,0.0
3356,John Adams,0,0,0,0.0,0.0,0.0
3357,Bill Burr: Why Do I Do This?,0,0,0,0.0,0.0,0.0
3358,Phoebe in Wonderland,0,0,0,0.0,0.0,0.0
3359,The Cheetah Girls: One World,0,0,0,0.0,0.0,0.0
3360,Disgrace,0,0,0,0.0,0.0,0.0
3361,Era Uma Vez...,0,0,0,0.0,0.0,0.0
3362,The Little Mermaid: Ariel's Beginning,0,0,0,0.0,0.0,0.0
3363,Dante 01,0,8000000,-8000000,0.0,8102293.07047334,-8102293.07047334
3364,Si puÃ² fare,0,0,0,0.0,0.0,0.0
3365,Foo Fighters: Live at Wembley Stadium,0,0,0,0.0,0.0,0.0
3366,More Than a Game,887029,0,887029,898371.115001112,0.0,898371.115001112
3367,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,0,0,0,0.0,0.0,0.0
3368,How to Be,0,500000,-500000,0.0,506393.31690458296,-506393.31690458296
3369,Wizards On Deck With Hannah Montana,0,0,0,0.0,0.0,0.0
3370,Fuera de carta,0,0,0,0.0,0.0,0.0
3371,Underworld: Endless War,0,0,0,0.0,0.0,0.0
3372,Captain America: The First Avenger,370569774,140000000,230569774,359229613.559164,135715725.96280602,223513887.59635797
3373,Drive,76175166,15000000,61175166,73844056.81448041,14540970.638872,59303086.17560841
3374,Harry Potter and the Deathly Hallows: Part 2,1327817822,125000000,1202817822,1287183997.5648699,121174755.323934,1166009242.2409358
3375,Pirates of the Caribbean: On Stranger Tides,1021683000,380000000,641683000,990417500.348983,368371256.18475896,622046244.1642241
3376,Rise of the Planet of the Apes,482860185,93000000,389860185,468083718.184356,90154017.96100691,377929700.2233491
3377,Thor,444115007,150000000,294115007,430524218.471298,145409706.38872,285114512.08257794
3378,In Time,173930596,40000000,133930596,168607979.30916798,38775921.7036588,129832057.60550919
3379,Drive Angry,28931401,50000000,-21068599,28046043.4988289,48469902.129573606,-20423858.630744707
3380,The Mechanic,51070807,40000000,11070807,49507940.33936679,38775921.7036588,10732018.635707997
3381,Source Code,147332697,32000000,115332697,142824028.081522,31020737.362927098,111803290.7185949
3382,Mission: Impossible - Ghost Protocol,694713380,145000000,549713380,673453790.734105,140562716.17576298,532891074.558342
3383,"Crazy, Stupid, Love.",142851197,50000000,92851197,138479670.753648,48469902.129573606,90009768.6240744
3384,The Girl with the Dragon Tattoo,232617430,90000000,142617430,225498881.31465802,87245823.83323249,138253057.48142552
3385,Limitless,161849455,27000000,134849455,156896544.871496,26173747.1499697,130722797.7215263
3386,Kung Fu Panda 2,665692281,150000000,515692281,645320794.169652,145409706.38872,499911087.78093195
3387,Just Go With It,214918407,80000000,134918407,208341483.062677,77551843.4073177,130789639.6553593
3388,Horrible Bosses,117000000,35000000,82000000,113419570.983202,33928931.490701504,79490639.49250048
3389,Real Steel,299268508,110000000,189268508,290110305.86447,106633784.685061,183476521.17940903
3390,Friends with Benefits,150483765,35000000,115483765,145878667.232795,33928931.490701504,111949735.7420935
3391,Bad Teacher,216197492,20000000,196197492,209581425.557985,19387960.8518294,190193464.7061556
3392,Sherlock Holmes: A Game of Shadows,334615000,125000000,209615000,324375126.021745,121174755.323934,203200370.697811
3393,Cars 2,559852396,200000000,359852396,542719816.822545,193879608.518294,348840208.3042511
3394,Green Lantern,219851172,200000000,19851172,213123295.798241,193879608.518294,19243687.279946983
3395,The Hangover Part II,254455986,80000000,174455986,246669134.754083,77551843.4073177,169117291.3467653
3396,No Strings Attached,147780440,25000000,122780440,143258069.269306,24234951.064786803,119023118.2045192
3397,The Adventures of Tintin,371940071,130000000,241940071,360557976.788733,126021745.536891,234536231.25184202
3398,Bridesmaids,288383523,32500000,255883523,279558422.711832,31505436.3842228,248052986.32760918
3399,Hall Pass,83160734,36000000,47160734,80615852.76007009,34898329.533293,45717523.226777084
3400,Super 8,260095987,50000000,210095987,252136540.68369702,48469902.129573606,203666638.5541234
3401,Sucker Punch,89792502,82000000,7792502,87044675.6781908,79490639.49250071,7554036.18569009
3402,Red Riding Hood,89162162,42000000,47162162,86433625.3160237,40714717.7888418,45718907.52718191
3403,The Twilight Saga: Breaking Dawn - Part 1,712171856,110000000,602171856,690378003.1951361,106633784.685061,583744218.5100751
3404,Shame,17693675,6500000,11193675,17152213.9112496,6301087.27684457,10851126.63440503
3405,Ice Age: A Mammoth Christmas,0,0,0,0.0,0.0,0.0
3406,Mr. Popper's Penguins,187361754,55000000,132361754,181628117.584104,53316892.3425309,128311225.2415731
3407,The Tree of Life,54674226,32000000,22674226,53001087.6646037,31020737.362927098,21980350.301676605
3408,I Am Number Four,144492830,50000000,94492830,140071066.570502,48469902.129573606,91601164.4409284
3409,Rio,484635760,90000000,394635760,469804957.11383,87245823.83323249,382559133.28059745
3410,The Artist,133432856,15000000,118432856,129349549.423789,14540970.638872,114808578.784917
3411,Zookeeper,169852759,80000000,89852759,164654932.103361,77551843.4073177,87103088.69604331
3412,Cowboys & Aliens,174822325,163000000,11822325,169472419.65629,158011880.94241002,11460538.713879973
3413,Pixie Hollow Games,0,0,0,0.0,0.0,0.0
3414,War Horse,177584879,66000000,111584879,172150434.096443,63980270.8110371,108170163.2854059
3415,50/50,39187783,8000000,31187783,37988560.1336993,7755184.34073177,30233375.792967528
3416,Rango,245724603,135000000,110724603,238204949.164766,130868735.749848,107336213.41491802
3417,The Change-Up,75450437,52000000,23450437,73141505.9404712,50408698.2147565,22732807.7257147
3418,Hugo,185770160,170000000,15770160,180085229.47590402,164797667.24055,15287562.235354006
3419,The Lincoln Lawyer,85412898,40000000,45412898,82799096.133265,38775921.7036588,44023174.42960621
3420,Ghost Rider: Spirit of Vengeance,149217355,57000000,92217355,144651011.857676,55255688.4277139,89395323.4299621
3421,One Day,59389433,15000000,44389433,57572000.1008174,14540970.638872,43031029.4619454
3422,Killer Elite,57777106,66000000,-8222894,56009013.463,63980270.8110371,-7971257.348037101
3423,The Rite,96047633,37000000,59047633,93108387.42574409,35867727.5758844,57240659.849859685
3424,Winnie the Pooh,14460000,30000000,-15540000,14017495.695872597,29081941.277744103,-15064445.581871506
3425,The Three Musketeers,132274484,75000000,57274484,128226625.874397,72704853.1943604,55521772.68003659
3426,Page Eight,0,0,0,0.0,0.0,0.0
3427,Chalet Girl,1749457,8000000,-6250543,1695920.19139794,7755184.34073177,-6059264.14933383
3428,Wrong Turn 4: Bloody Beginnings,0,0,0,0.0,0.0,0.0
3429,Midnight in Paris,151119219,30000000,121119219,146494675.096552,29081941.277744103,117412733.81880791
3430,Priest,78309131,60000000,18309131,75912718.30843921,58163882.555488296,17748835.752950914
3431,Arthur Christmas,0,0,0,0.0,0.0,0.0
3432,Young Adult,22939027,12000000,10939027,22237047.872752897,11632776.5110976,10604271.361655297
3433,Warrior,23057115,25000000,-1942885,22351522.1488064,24234951.064786803,-1883428.9159804024
3434,Abduction,82087155,35000000,47087155,79575127.3789028,33928931.490701504,45646195.88820129
3435,Unknown,130786397,30000000,100786397,126784077.24939099,29081941.277744103,97702135.97164689
3436,The Adjustment Bureau,127869379,50200000,77669379,123956325.70998701,48663781.7380919,75292543.97189511
3437,Immortals,226904017,75000000,151904017,219960309.935942,72704853.1943604,147255456.7415816
3438,Like Crazy,3542353,250000,3292353,3433950.06436803,242349.510647868,3191600.5537201623
3439,Larry Crowne,36160375,30000000,6160375,35053796.744373605,29081941.277744103,5971855.466629501
3440,Paul,97552050,40000000,57552050,94566766.3207854,38775921.7036588,55790844.61712661
3441,Catch .44,0,7000000,-7000000,0.0,6785786.2981403,-6785786.2981403
3442,The Inbetweeners Movie,88025781,0,88025781,85332019.7989856,0.0,85332019.7989856
3443,Colombiana,60965854,40000000,20965854,59100179.532517396,38775921.7036588,20324257.8288586
3444,Battle: Los Angeles,202466756,70000000,132466756,196270876.956245,67857862.98140301,128413013.974842
3445,Final Destination 5,157887643,47000000,110887643,153055972.073581,45561708.0017992,107494264.07178181
3446,Machine Gun Preacher,2527904,30000000,-27472096,2450545.18945915,29081941.277744103,-26631396.088284954
3447,Jack and Jill,149673788,79000000,70673788,145093477.114451,76582445.36472629,68511031.7497247
3448,What's Your Number?,30426096,20000000,10426096,29494997.906100202,19387960.8518294,10107037.054270804
3449,Season of the Witch,88100000,40000000,48100000,85403967.55230871,38775921.7036588,46628045.84864991
3450,My Week with Marilyn,35057696,6400000,28657696,33984861.88016681,6204147.47258542,27780714.407581385
3451,Hostel: Part III,0,6000000,-6000000,0.0,5816388.25554883,-5816388.25554883
3452,We Bought a Zoo,120081841,50000000,70081841,116407101.61618,48469902.129573606,67937199.48660639
3453,10 Years,201146,0,201146,194990.53867510398,0.0,194990.53867510398
3454,The Darkest Hour,64626786,30000000,34626786,62649079.8473779,29081941.277744103,33567138.5696338
3455,The Help,124272124,25000000,99272124,120469153.75428401,24234951.064786803,96234202.6894972
3456,The Grey,77278331,25000000,52278331,74913462.80613591,24234951.064786803,50678511.7413491
3457,Moneyball,110206216,50000000,60206216,106833690.071813,48469902.129573606,58363787.942239396
3458,We Need to Talk About Kevin,6038942,7000000,-961058,5854138.55412343,6785786.2981403,-931647.7440168709
3459,The Roommate,40492759,16000000,24492759,39253601.313728206,15510368.6814635,23743232.632264704
3460,Puss in Boots,554987477,130000000,424987477,538003773.866579,126021745.536891,411982028.3296881
3461,Tinker Tailor Soldier Spy,0,30000000,-30000000,0.0,29081941.277744103,-29081941.277744103
3462,The Green Hornet,227817248,120000000,107817248,220845594.27977598,116327765.110976,104517829.16879998
3463,Something Borrowed,59901913,35000000,24901913,58068797.20968461,33928931.490701504,24139865.718983106
3464,Conan the Barbarian,48795021,90000000,-41204979,47301797.8456097,87245823.83323249,-39944025.98762279
3465,A Cinderella Story: Once Upon a Song,0,0,0,0.0,0.0,0.0
3466,Johnny English Reborn,160078586,45000000,115078586,155179867.92921,43622911.9166162,111556956.0125938
3467,Contagion,135458097,60000000,75458097,131312814.08496499,58163882.555488296,73148931.5294767
3468,Dragons: Gift of the Night Fury,0,0,0,0.0,0.0,0.0
3469,The Big Year,7448385,41000000,-33551615,7220449.83946768,39745319.7462503,-32524869.90678262
3470,Beastly,43165571,17000000,26165571,41844620.0347432,16479766.724055,25364853.310688198
3471,A Very Harold & Kumar Christmas,35387212,19000000,16387212,34304294.0455694,18418562.8092379,15885731.236331496
3472,The Thing,28128670,35000000,-6871330,27267877.638701398,33928931.490701504,-6661053.852000106
3473,Tower Heist,152930623,75000000,77930623,148250646.588494,72704853.1943604,75545793.3941336
3474,New Year's Eve,142044638,56000000,86044638,137697794.037814,54286290.3851224,83411503.65269159
3475,Your Highness,26121638,49900000,-23778362,25322264.746482998,48372962.325314395,-23050697.578831397
3476,All Star Superman,0,3500000,-3500000,0.0,3392893.14907015,-3392893.14907015
3477,Samsara,0,4000000,-4000000,0.0,3877592.17036588,-3877592.17036588
3478,Tom and Jerry & The Wizard of Oz,0,0,0,0.0,0.0,0.0
3479,Honey 2,0,0,0,0.0,0.0,0.0
3480,Apollo 18,25562924,5000000,20562924,24780648.488514498,4846990.21295736,19933658.275557138
3481,Fright Night,24922237,17000000,7922237,24159567.764800698,16479766.724055,7679801.040745698
3482,Happy Feet Two,150406466,130000000,20406466,145803733.7335,126021745.536891,19781988.196609005
3483,Scream 4,97138686,40000000,57138686,94166052.0683076,38775921.7036588,55390130.3646488
3484,Mars Needs Moms,38992758,150000000,-111007242,37799503.28044289,145409706.38872,-107610203.10827711
3485,Attack the Block,3964682,14350531,-10385849,3843354.97029764,13911376.6615482,-10068021.691250559
3486,Diary of a Wimpy Kid: Rodrick Rules,72417394,21000000,51417394,70201279.9931754,20357358.8944209,49843921.0987545
3487,Puss in Boots: The Three Diablos,0,0,0,0.0,0.0,0.0
3488,Extremely Loud & Incredibly Close,55247881,40000000,15247881,53557187.698726505,38775921.7036588,14781265.995067708
3489,Battle of Los Angeles,0,0,0,0.0,0.0,0.0
3490,Alvin and the Chipmunks: Chipwrecked,342695435,75000000,267695435,332208283.894033,72704853.1943604,259503430.6996726
3491,The Beaver,970816,21000000,-20029184,941107.130116482,20357358.8944209,-19416251.764304418
3492,Straw Dogs,10324441,25000000,-14675559,10008492.896251101,24234951.064786803,-14226458.168535702
3493,The Best Exotic Marigold Hotel,136836156,10000000,126836156,132648701.78214099,9693980.42591472,122954721.35622627
3494,The Smurfs,563749323,110000000,453749323,546497490.228467,106633784.685061,439863705.543406
3495,Perfect Sense,908000,0,908000,880213.4226730571,0.0,880213.4226730571
3496,Hanna,63782078,30000000,33782078,61830221.5656166,29081941.277744103,32748280.287872497
3497,Hodejegerne,15699707,0,15699707,15219265.2350596,0.0,15219265.2350596
3498,Puncture,68945,0,68945,66835.14804646901,0.0,66835.14804646901
3499,A Few Best Men,29007412,12468389,16539023,28119728.4134443,12086831.890869,16032896.522575298
3500,Sleeping Beauty,0,10000000,-10000000,0.0,9693980.42591472,-9693980.42591472
3501,Submarine,864659,0,864659,838198.742109099,0.0,838198.742109099
3502,Flypaper,3142154,5000000,-1857846,3045997.93712096,4846990.21295736,-1800992.2758363998
3503,Margin Call,19504039,3500000,16004039,18907177.2292277,3392893.14907015,15514284.080157548
3504,Gnomeo & Juliet,189712432,36000000,153712432,183906860.236067,34898329.533293,149008530.702774
3505,Blitz,741875,15774948,-15033073,719172.1728475479,15292203.7131822,-14573031.540334651
3506,Cedar Rapids,6861102,0,6861102,6651138.84882043,0.0,6651138.84882043
3507,The Descendants,177243185,20000000,157243185,171819196.601678,19387960.8518294,152431235.7498486
3508,Hop,183953723,63000000,120953723,178324379.003613,61072076.683262706,117252302.32035029
3509,The Rum Diary,24000000,45000000,-21000000,23265553.022195302,43622911.9166162,-20357358.8944209
3510,Detention,0,10000000,-10000000,0.0,9693980.42591472,-9693980.42591472
3511,The Guard,19560274,6000000,13560274,18961691.3281528,5816388.25554883,13145303.07260397
3512,Sniper: Reloaded,0,0,0,0.0,0.0,0.0
3513,Our Idiot Brother,17273593,10000000,7273593,16744987.242721697,9693980.42591472,7051006.816806978
3514,The Ledge,610986,10000000,-9389014,592288.6324507929,9693980.42591472,-9101691.793463927
3515,Footloose,63543328,24000000,39543328,61598777.7829479,23265553.022195302,38333224.760752596
